application_id,customer_id,issue_date,snapshot_date,days_since_issue,loan_amount,down_payment,interest_rate,term_months,vehicle_age,vehicle_price,mileage_at_issue,vehicle_brand,customer_age,customer_income,employment_type,employment_length_years,credit_history_length,num_past_default,num_open_loans,num_delinquencies_6m,credit_utilization,own_property,marital_status,address_region,channel,previous_bank_customer,debt_to_income_ratio,default
535,62,2024-01-15,2025-10-19,643,1364164.78,268964.34,11.65,36,9,1633129.12,140265.0,Lada,58,87625.01,salaried,0.0,14.0,3,2,0,0.58,1,single,Moscow,dealer,1,1.3,1
536,596,2024-06-15,2025-10-19,491,924852.06,185721.37,15.01,36,5,1110573.43,74617.0,Volkswagen,42,84082.15,salaried,5.0,12.0,0,1,0,0.86,0,married,SPB,branch,0,0.92,0
537,342,2024-04-17,2025-10-19,550,1190733.71,265049.83,13.19,48,6,1455783.54,94960.0,Mercedes,63,81002.98,self_employed,6.0,5.0,2,0,0,0.47,1,single,SPB,dealer,1,1.22,0
538,397,2024-01-14,2025-10-19,644,1801022.18,358120.4,11.99,60,3,2159142.58,43168.0,,43,27703.4,salaried,18.0,14.0,0,0,0,0.8,1,married,Other,online,1,3.0,0
539,699,2025-03-20,2025-10-19,213,1488889.66,398673.33,13.69,24,0,1887562.99,0.0,,24,70771.82,salaried,11.0,0.0,0,3,0,0.85,0,single,Other,branch,1,1.75,0
540,19,2024-01-15,2025-10-19,643,1292286.23,269273.09,12.85,48,7,1561559.32,110597.0,Toyota,49,73992.48,salaried,0.0,3.0,0,3,0,0.51,1,married,Kazan,online,1,1.46,0
541,177,2024-01-10,2025-10-19,648,1065323.75,265745.37,9.53,36,9,1331069.12,130707.0,Hyundai,35,61275.67,salaried,6.0,5.0,0,2,0,0.63,1,married,Moscow,online,1,1.45,0
542,612,2024-04-05,2025-10-19,562,1220249.56,207876.77,13.68,24,3,1428126.33,47445.0,Toyota,21,66097.58,salaried,18.0,10.0,0,0,0,0.58,0,single,Moscow,branch,1,1.54,0
543,396,2024-10-15,2025-10-19,369,1259269.8,257891.8,10.96,24,2,1517161.6,28941.0,Kia,50,87518.73,salaried,,5.0,0,0,0,0.95,1,single,SPB,branch,1,1.2,0
544,445,2025-04-15,2025-10-19,187,1334768.53,344332.21,14.87,60,6,1679100.74,94394.0,Volkswagen,49,99189.75,self_employed,11.0,10.0,0,4,0,0.75,1,single,Other,online,1,1.12,0
545,233,2024-03-10,2025-10-19,588,877001.85,163515.61,12.52,36,1,1040517.46,24092.0,Toyota,40,87480.91,contract,11.0,13.0,0,1,0,0.93,1,married,Moscow,online,1,0.84,1
546,76,2025-09-30,2025-10-19,19,1400522.39,289716.22,14.56,24,7,1690238.6,103039.0,Audi,53,98561.11,self_employed,12.0,14.0,0,1,0,0.3,1,married,Moscow,branch,1,1.18,0
547,265,2025-02-23,2025-10-19,238,873122.07,223667.09,11.74,48,5,1096789.16,72264.0,Audi,61,99002.7,salaried,13.0,11.0,0,2,0,0.38,1,single,SPB,branch,1,0.73,0
548,455,2025-04-02,2025-10-19,200,1689337.76,300756.08,13.14,60,6,1990093.83,93329.0,Audi,64,,salaried,11.0,11.0,0,5,0,0.16,1,married,Other,online,0,1.94,0
549,384,2025-02-17,2025-10-19,244,968511.5,85624.28,15.42,36,4,1054135.79,54590.0,BMW,56,93132.69,salaried,19.0,2.0,0,0,0,0.55,1,single,Kazan,online,1,0.87,0
550,564,2025-09-08,2025-10-19,41,1288988.5,270576.38,12.46,48,8,1559564.88,128082.0,Volkswagen,42,36340.69,self_employed,11.0,5.0,0,4,0,0.89,1,married,Novosibirsk,branch,1,2.96,0
551,506,2024-04-18,2025-10-19,549,1501542.77,349742.01,11.82,24,4,1851284.78,67230.0,Toyota,33,70391.87,contract,5.0,11.0,0,0,0,0.39,1,divorced,,branch,1,1.78,0
552,367,2024-06-18,2025-10-19,488,1124285.99,157284.91,14.31,48,4,1281570.9,55004.0,Hyundai,27,67453.71,salaried,9.0,9.0,0,3,0,0.22,0,single,Moscow,online,1,1.39,0
553,144,2024-05-12,2025-10-19,525,1302180.01,293947.0,14.27,48,2,1596127.0,22084.0,Lada,28,118283.17,salaried,19.0,5.0,0,2,2,0.16,1,divorced,Moscow,online,0,0.92,0
554,69,2024-01-30,2025-10-19,628,1630554.46,359959.21,11.9,48,0,1990513.68,0.0,Lada,48,88427.18,salaried,8.0,11.0,0,5,0,0.5,1,married,Other,online,0,1.54,0
555,99,2024-09-04,2025-10-19,410,1369320.9,160189.37,9.03,36,1,1529510.26,9273.0,,63,46638.65,self_employed,1.0,8.0,0,1,0,0.25,1,single,,dealer,1,2.45,0
556,396,2024-06-25,2025-10-19,481,1306665.19,214518.61,11.78,36,7,1521183.8,109009.0,Volkswagen,29,94864.6,self_employed,6.0,8.0,1,0,0,0.41,1,married,SPB,branch,0,1.15,0
557,25,2025-08-31,2025-10-19,49,694564.38,119121.44,14.35,36,0,813685.82,7746.0,Hyundai,45,102744.58,salaried,8.0,1.0,0,5,0,0.84,0,single,SPB,online,0,0.56,0
558,469,2025-06-27,2025-10-19,114,919883.32,174995.46,11.45,36,6,1094878.79,93951.0,Hyundai,36,77758.4,contract,11.0,3.0,0,2,0,0.45,0,single,Other,dealer,1,0.99,0
559,484,2025-02-28,2025-10-19,233,1514076.04,265658.49,12.98,24,4,1779734.53,58819.0,Toyota,30,97256.4,salaried,4.0,8.0,0,1,0,0.65,1,married,Novosibirsk,online,0,1.3,1
560,565,2024-09-25,2025-10-19,389,1370985.09,234346.88,11.69,60,2,1605331.97,31712.0,Audi,31,20000.0,contract,0.0,14.0,0,0,1,0.55,1,married,Moscow,online,0,3.0,1
561,151,2025-04-13,2025-10-19,189,1416439.88,366862.12,9.14,72,6,1783302.0,85651.0,Lada,51,20000.0,contract,14.0,13.0,0,4,0,0.75,1,married,SPB,dealer,0,3.0,0
562,144,2025-03-08,2025-10-19,225,1390619.08,272745.86,11.65,72,8,1663364.94,125486.0,Toyota,32,50533.27,self_employed,7.0,12.0,3,2,1,0.24,1,single,Novosibirsk,dealer,1,2.29,0
563,569,2024-04-08,2025-10-19,559,1586926.96,282633.21,14.35,60,1,1869560.17,17160.0,Hyundai,51,83725.99,salaried,0.0,3.0,0,0,0,0.93,1,divorced,Kazan,branch,0,1.58,0
564,39,2024-09-13,2025-10-19,401,1121580.02,222257.53,8.26,48,7,1343837.55,108866.0,Volkswagen,34,118304.09,salaried,17.0,,0,1,0,0.68,0,married,Other,branch,0,0.79,0
565,109,2025-09-15,2025-10-19,34,1236149.99,274084.54,13.5,60,8,1510234.53,116362.0,Hyundai,64,51839.31,salaried,12.0,9.0,0,1,0,0.34,1,divorced,Other,online,1,1.99,0
566,693,2025-05-25,2025-10-19,147,891397.7,180860.86,10.63,36,2,1072258.56,29157.0,Kia,52,58658.06,salaried,0.0,11.0,0,4,0,0.21,0,single,Moscow,dealer,0,1.27,0
567,42,2024-09-13,2025-10-19,401,816593.22,153032.27,14.22,48,1,969625.49,18625.0,Lada,37,,self_employed,4.0,2.0,1,2,0,0.23,1,married,Yekaterinburg,branch,1,0.83,0
568,186,2024-06-30,2025-10-19,476,706877.79,108874.72,14.43,48,6,815752.51,97218.0,Kia,55,67692.03,salaried,17.0,2.0,0,2,0,0.8,1,married,SPB,online,0,0.87,0
569,398,2024-08-10,2025-10-19,435,934450.95,153783.65,12.66,48,4,1088234.6,56960.0,Mercedes,21,66270.23,salaried,15.0,8.0,0,5,0,0.63,0,single,Novosibirsk,branch,1,1.18,0
570,223,2024-09-02,2025-10-19,412,1665768.54,303263.29,12.66,60,4,1969031.83,63902.0,Toyota,49,69463.13,self_employed,9.0,10.0,0,0,1,0.44,0,divorced,Novosibirsk,dealer,1,2.0,0
571,634,2024-08-21,2025-10-19,424,734181.88,163777.11,11.39,36,9,897958.99,131440.0,Lada,24,112869.71,salaried,3.0,9.0,0,5,0,0.4,0,single,Kazan,dealer,1,0.54,0
572,133,2024-11-29,2025-10-19,324,1108939.2,172078.84,10.31,36,4,1281018.04,70586.0,BMW,43,107903.36,salaried,0.0,,0,1,1,0.87,1,single,Other,branch,0,0.86,0
573,163,2024-03-31,2025-10-19,567,812056.4,182074.74,16.4,72,3,994131.14,42926.0,Volkswagen,48,80586.73,salaried,7.0,0.0,1,1,0,0.89,0,divorced,,branch,0,0.84,1
574,215,2024-06-17,2025-10-19,489,1019707.81,274591.3,11.27,24,4,1294299.11,63218.0,Toyota,36,121362.01,salaried,,9.0,0,4,0,0.62,1,divorced,Other,online,1,0.7,0
575,235,2025-06-21,2025-10-19,120,1250908.14,266467.0,16.14,48,3,1517375.13,45828.0,Lada,32,92725.71,salaried,1.0,13.0,0,4,0,0.57,0,single,Moscow,branch,0,1.12,0
576,658,2024-12-25,2025-10-19,298,989965.24,179513.77,11.28,72,5,1169479.01,88027.0,Audi,41,108847.35,self_employed,16.0,1.0,0,2,0,0.83,1,single,SPB,branch,1,0.76,0
577,588,2024-02-02,2025-10-19,625,1526899.46,240473.55,14.05,48,3,1767373.01,46150.0,BMW,37,58486.34,salaried,6.0,2.0,0,5,0,0.77,0,married,Novosibirsk,online,0,2.18,0
578,9,2024-07-11,2025-10-19,465,1660193.44,410944.03,10.72,48,1,2071137.46,12425.0,BMW,60,,contract,16.0,13.0,0,1,1,0.46,0,divorced,Other,dealer,1,2.17,0
579,74,2024-03-04,2025-10-19,594,525271.28,46553.37,14.05,36,8,571824.66,123198.0,Lada,33,63390.44,salaried,5.0,10.0,0,0,0,0.17,0,married,SPB,dealer,1,0.69,1
580,492,2025-02-08,2025-10-19,253,995102.3,241448.56,12.35,36,1,1236550.86,18086.0,Mercedes,52,,salaried,14.0,1.0,0,3,0,0.79,1,married,Moscow,online,1,1.07,0
581,253,2025-05-26,2025-10-19,146,1217742.64,275474.42,12.37,60,8,1493217.06,119213.0,Toyota,57,81497.83,salaried,4.0,2.0,0,0,0,0.25,1,married,,dealer,0,1.25,1
582,230,2024-08-23,2025-10-19,422,1537835.11,295728.59,14.22,48,9,1833563.7,129526.0,Toyota,35,88104.43,salaried,14.0,7.0,1,4,0,0.11,0,single,Kazan,branch,0,1.45,0
583,519,2024-03-21,2025-10-19,577,1063726.72,199596.4,12.06,48,5,1263323.12,72360.0,Volkswagen,32,129327.62,salaried,,10.0,0,0,0,0.86,0,divorced,Other,branch,1,0.69,0
584,174,2024-12-01,2025-10-19,322,1194019.38,147018.31,10.14,24,8,1341037.69,124407.0,Toyota,35,98031.95,salaried,17.0,,0,1,0,0.62,0,single,Yekaterinburg,dealer,1,1.01,0
585,653,2024-10-27,2025-10-19,357,852976.73,187098.6,14.52,24,8,1040075.33,111263.0,Mercedes,54,67130.21,salaried,,11.0,0,5,0,0.9,1,married,Other,online,0,1.06,1
586,168,2024-07-03,2025-10-19,473,740161.24,179028.57,10.71,72,2,919189.81,28760.0,Lada,26,79918.14,salaried,1.0,13.0,0,2,2,0.54,0,married,Yekaterinburg,branch,1,0.77,0
587,170,2024-06-23,2025-10-19,483,1633615.41,272269.08,14.03,36,0,1905884.48,4974.0,Lada,37,117623.55,salaried,16.0,5.0,0,5,0,0.93,1,married,Moscow,online,0,1.16,0
588,393,2025-06-12,2025-10-19,129,652779.04,122764.73,14.95,48,0,775543.77,0.0,Kia,40,99547.0,salaried,3.0,14.0,1,3,0,0.42,1,married,Novosibirsk,branch,1,0.55,0
589,634,2024-12-19,2025-10-19,304,1898585.7,381610.24,12.25,24,2,2280195.94,40869.0,Kia,29,117294.55,self_employed,11.0,13.0,0,2,1,0.75,1,divorced,Novosibirsk,branch,0,1.35,0
590,194,2025-01-19,2025-10-19,273,1417545.42,312737.72,15.36,48,4,1730283.14,51277.0,Lada,25,67932.92,contract,18.0,6.0,0,3,0,0.37,1,married,Other,online,1,1.74,0
591,517,2025-01-02,2025-10-19,290,1403991.92,280988.54,13.96,72,2,1684980.46,25193.0,Mercedes,43,62208.46,salaried,,9.0,0,3,1,0.1,0,married,Moscow,online,1,1.88,0
592,29,2024-05-11,2025-10-19,526,1372640.6,193212.15,11.61,48,8,1565852.75,108427.0,Mercedes,53,62573.88,salaried,1.0,14.0,0,1,1,0.44,1,single,Moscow,online,1,1.83,1
593,165,2025-03-01,2025-10-19,232,1124194.29,198341.97,15.8,36,8,1322536.26,129968.0,Kia,58,69950.34,contract,13.0,14.0,0,1,0,0.76,0,married,Moscow,online,1,1.34,0
594,422,2024-01-26,2025-10-19,632,1317625.36,274756.36,10.72,48,2,1592381.72,25275.0,Toyota,34,53417.92,salaried,14.0,12.0,1,4,0,0.24,1,single,Kazan,online,0,2.06,0
595,339,2025-03-27,2025-10-19,206,1143330.99,270742.62,12.25,60,2,1414073.61,20065.0,Toyota,37,87379.83,contract,19.0,9.0,0,4,1,0.55,1,single,Moscow,branch,1,1.09,0
596,648,2024-06-29,2025-10-19,477,1365921.98,242302.57,12.59,48,4,1608224.55,56940.0,Volkswagen,39,87809.68,salaried,1.0,5.0,0,3,0,0.29,0,single,Novosibirsk,dealer,1,1.3,0
597,496,2024-03-31,2025-10-19,567,1189894.04,347361.3,14.21,60,1,1537255.34,8036.0,Kia,53,113469.45,self_employed,,0.0,0,5,0,0.17,0,married,Other,dealer,1,0.87,0
598,365,2024-07-19,2025-10-19,457,914895.55,88255.46,15.23,48,5,1003151.0,71976.0,Toyota,21,35993.44,salaried,18.0,10.0,0,4,1,0.66,0,divorced,,dealer,1,2.12,1
599,342,2025-06-07,2025-10-19,134,938828.22,159580.63,15.11,60,6,1098408.85,90206.0,Kia,33,56396.81,contract,8.0,2.0,0,1,0,0.96,0,married,Kazan,dealer,1,1.39,0
600,500,2025-08-07,2025-10-19,73,904718.29,176791.98,13.45,48,8,1081510.26,124025.0,Hyundai,47,100139.51,salaried,6.0,12.0,1,4,2,0.38,0,single,Other,online,0,0.75,0
601,657,2025-06-25,2025-10-19,116,1491270.22,288216.59,12.44,36,5,1779486.81,74127.0,Mercedes,26,84586.83,salaried,12.0,0.0,0,3,0,0.62,0,single,Kazan,branch,1,1.47,0
602,511,2024-07-16,2025-10-19,460,1014766.02,141346.09,9.35,36,2,1156112.1,30126.0,Audi,26,,salaried,11.0,11.0,1,2,0,0.96,0,married,Moscow,branch,0,1.04,1
603,327,2025-07-27,2025-10-19,84,626369.05,147666.9,10.37,36,4,774035.95,57092.0,Kia,53,111596.35,salaried,2.0,14.0,0,5,0,0.69,1,single,SPB,online,1,0.47,0
604,217,2024-06-28,2025-10-19,478,1319051.6,282365.02,16.53,72,3,1601416.62,37442.0,Hyundai,50,54751.14,self_employed,12.0,9.0,0,5,0,0.71,1,single,Kazan,branch,1,2.01,0
605,301,2024-10-03,2025-10-19,381,1654355.27,333269.13,9.33,60,4,1987624.39,50767.0,Hyundai,55,,salaried,14.0,11.0,0,0,0,0.26,1,married,Moscow,branch,0,2.23,0
606,132,2024-08-25,2025-10-19,420,1431924.96,302977.18,11.43,48,7,1734902.14,103178.0,Toyota,43,58837.2,contract,13.0,,0,4,0,0.54,1,divorced,Novosibirsk,dealer,1,2.03,0
607,70,2025-01-26,2025-10-19,266,1019002.93,182611.77,15.29,36,7,1201614.7,105423.0,Toyota,30,29677.3,salaried,8.0,12.0,1,5,0,0.43,1,married,Other,branch,0,2.86,1
608,252,2024-06-14,2025-10-19,492,723956.49,63923.15,13.42,36,5,787879.63,72807.0,Lada,39,83320.44,self_employed,12.0,8.0,0,1,0,0.52,1,single,Novosibirsk,dealer,0,0.72,0
609,415,2025-01-24,2025-10-19,268,1159719.57,196111.92,14.86,60,0,1355831.49,0.0,Toyota,48,66928.69,salaried,3.0,4.0,0,2,0,0.82,1,married,SPB,online,1,1.44,0
610,445,2024-04-04,2025-10-19,563,1152232.84,238299.3,14.09,48,7,1390532.13,106007.0,Kia,43,61677.48,contract,7.0,3.0,0,1,0,0.51,1,married,SPB,online,1,1.56,0
611,182,2025-07-13,2025-10-19,98,909240.12,189985.24,15.94,36,7,1099225.36,113147.0,Hyundai,24,57164.37,contract,2.0,11.0,0,4,1,0.16,0,married,Other,dealer,0,1.33,1
612,167,2024-05-20,2025-10-19,517,1365311.19,275131.19,13.59,48,1,1640442.38,14427.0,Volkswagen,40,79556.33,salaried,1.0,8.0,0,3,0,0.91,1,single,Other,online,1,1.43,0
613,91,2024-04-27,2025-10-19,540,1753987.95,378233.0,14.33,24,3,2132220.95,42102.0,Lada,39,,self_employed,18.0,,0,0,0,0.59,1,married,SPB,online,1,2.43,0
614,531,2024-02-26,2025-10-19,601,1266684.82,224279.66,11.55,36,1,1490964.48,14698.0,Lada,62,85539.19,self_employed,7.0,14.0,0,0,0,0.93,1,divorced,SPB,branch,0,1.23,0
615,39,2025-02-09,2025-10-19,252,1248142.86,250962.63,14.17,48,3,1499105.49,39478.0,Audi,47,91479.5,salaried,16.0,2.0,0,2,1,0.62,1,single,Yekaterinburg,dealer,1,1.14,1
616,126,2024-02-16,2025-10-19,611,918831.59,212370.96,12.21,36,9,1131202.54,129156.0,Lada,54,72635.56,salaried,12.0,4.0,0,5,0,0.16,0,married,,online,0,1.05,0
617,451,2024-03-15,2025-10-19,583,1619224.41,319600.39,12.09,72,6,1938824.8,92257.0,Toyota,24,70938.31,salaried,6.0,2.0,0,5,0,0.6,0,single,Moscow,online,1,1.9,0
618,173,2024-01-23,2025-10-19,635,1177456.75,173325.15,14.79,36,8,1350781.9,124952.0,Mercedes,58,84637.28,self_employed,8.0,9.0,1,5,1,0.62,1,married,SPB,branch,0,1.16,0
619,653,2025-01-10,2025-10-19,282,1026311.02,157187.79,14.8,36,7,1183498.81,104265.0,Toyota,27,79278.76,salaried,,1.0,0,0,0,0.29,1,married,SPB,branch,0,1.08,0
620,220,2024-05-14,2025-10-19,523,1219106.52,285363.92,16.38,36,8,1504470.44,110131.0,Hyundai,27,113253.98,salaried,13.0,0.0,1,3,0,0.52,0,married,,online,0,0.9,0
621,638,2024-07-02,2025-10-19,474,1341588.4,337941.29,16.25,60,7,1679529.69,106767.0,Volkswagen,46,87956.64,salaried,13.0,11.0,0,5,0,0.51,0,married,Moscow,dealer,0,1.27,0
622,58,2025-05-24,2025-10-19,148,1241764.62,307117.08,14.83,48,1,1548881.7,25337.0,BMW,46,107389.65,salaried,14.0,,0,1,0,0.66,1,married,Moscow,branch,1,0.96,0
623,660,2024-01-13,2025-10-19,645,1561846.02,323977.0,9.56,48,6,1885823.02,88781.0,Mercedes,39,95262.78,self_employed,2.0,1.0,0,5,0,0.33,1,divorced,Novosibirsk,dealer,0,1.37,0
624,476,2025-09-03,2025-10-19,46,1315191.47,202881.66,16.66,24,1,1518073.13,14111.0,BMW,29,47039.55,contract,14.0,7.0,0,3,0,0.62,1,married,Novosibirsk,online,0,2.33,0
625,456,2024-11-04,2025-10-19,349,1114817.46,222645.91,14.84,24,1,1337463.37,10637.0,Volkswagen,40,66043.38,salaried,18.0,10.0,1,2,0,0.32,0,single,Moscow,branch,1,1.41,0
626,361,2024-11-07,2025-10-19,346,1320357.66,342184.29,11.47,48,3,1662541.95,47407.0,Volkswagen,62,,salaried,19.0,7.0,0,2,0,0.5,0,married,Other,dealer,1,1.4,0
627,1,2025-06-28,2025-10-19,113,1349891.13,300902.65,14.46,60,0,1650793.78,0.0,Mercedes,36,101711.11,self_employed,13.0,2.0,0,0,0,0.21,0,married,SPB,branch,0,1.11,0
628,387,2025-09-17,2025-10-19,32,811087.22,151843.57,10.93,60,4,962930.79,65108.0,Mercedes,37,128195.32,salaried,7.0,6.0,0,3,0,0.13,1,married,Moscow,online,1,0.53,0
629,348,2024-10-05,2025-10-19,379,1544825.92,340396.45,14.24,24,5,1885222.36,71712.0,Mercedes,42,67896.32,salaried,4.0,,0,1,0,0.39,0,married,Moscow,dealer,0,1.9,0
630,190,2025-05-21,2025-10-19,151,1109728.79,158476.0,10.37,48,8,1268204.79,121709.0,Volkswagen,33,81381.4,salaried,18.0,1.0,0,3,0,0.35,0,married,,branch,1,1.14,0
631,505,2025-06-18,2025-10-19,123,1117403.03,188697.04,11.38,72,9,1306100.07,134768.0,Hyundai,32,99997.78,salaried,3.0,8.0,0,1,1,0.47,1,married,Moscow,dealer,0,0.93,0
632,191,2024-06-29,2025-10-19,477,1425412.8,230872.99,14.42,36,7,1656285.79,112776.0,Toyota,30,78554.31,salaried,13.0,2.0,0,1,0,0.97,1,married,Moscow,online,1,1.51,0
633,508,2025-01-05,2025-10-19,287,1424149.57,308308.5,15.15,60,1,1732458.07,17047.0,Lada,21,121102.42,self_employed,15.0,,0,3,0,0.57,0,married,Novosibirsk,branch,1,0.98,0
634,369,2024-05-05,2025-10-19,532,989750.5,233655.27,13.65,36,0,1223405.77,6935.0,Mercedes,52,46305.33,salaried,19.0,,0,4,0,0.6,1,married,Kazan,dealer,0,1.78,0
635,409,2025-06-28,2025-10-19,113,1440870.49,280482.8,12.43,72,1,1721353.28,15543.0,Lada,50,96950.5,self_employed,5.0,2.0,0,3,0,0.95,1,married,Yekaterinburg,branch,1,1.24,0
636,117,2025-01-25,2025-10-19,267,1031865.55,162726.63,8.77,60,6,1194592.18,89146.0,Mercedes,28,96705.33,salaried,5.0,1.0,0,1,0,0.93,1,single,Yekaterinburg,online,1,0.89,0
637,134,2024-12-31,2025-10-19,292,1745871.91,348186.93,12.58,72,3,2094058.84,44809.0,Volkswagen,41,108800.97,salaried,2.0,14.0,0,5,0,0.9,1,single,Other,online,1,1.34,0
638,58,2024-10-02,2025-10-19,382,951541.81,165979.37,14.07,48,9,1117521.17,131143.0,Toyota,42,81551.28,self_employed,14.0,7.0,0,2,1,0.19,1,divorced,Moscow,online,1,0.97,0
639,556,2024-09-15,2025-10-19,399,1271843.24,214560.11,12.37,36,4,1486403.35,62658.0,Kia,38,102288.03,salaried,2.0,4.0,0,2,0,0.67,0,single,Moscow,online,1,1.04,0
640,685,2024-01-15,2025-10-19,643,965394.71,210028.63,12.95,72,6,1175423.33,86548.0,Hyundai,22,73771.52,salaried,10.0,2.0,0,0,1,0.83,1,married,Other,branch,1,1.09,0
641,672,2024-05-02,2025-10-19,535,1866808.69,335462.13,12.63,36,2,2202270.82,30562.0,Toyota,64,59965.22,salaried,2.0,4.0,0,2,1,0.85,1,divorced,Novosibirsk,online,1,2.59,1
642,173,2025-03-22,2025-10-19,211,828653.72,87413.26,12.36,36,9,916066.97,139276.0,Lada,29,56319.92,salaried,9.0,10.0,0,4,0,0.62,1,single,Yekaterinburg,online,1,1.23,0
643,149,2025-01-16,2025-10-19,276,1357308.82,204256.04,13.15,60,1,1561564.87,22918.0,Mercedes,23,43964.95,self_employed,17.0,10.0,0,1,0,0.12,1,married,Moscow,online,0,2.57,0
644,80,2025-07-13,2025-10-19,98,979526.88,115742.35,12.45,60,6,1095269.23,90814.0,Volkswagen,46,68966.03,salaried,0.0,7.0,0,3,2,0.98,1,married,Moscow,branch,1,1.18,1
645,213,2024-04-01,2025-10-19,566,1093767.71,231129.14,15.89,72,4,1324896.84,64306.0,BMW,41,87787.21,self_employed,15.0,6.0,2,3,0,0.52,1,divorced,Moscow,branch,1,1.04,1
646,203,2024-07-29,2025-10-19,447,1336061.35,274732.54,8.59,36,0,1610793.89,3709.0,Toyota,50,74796.7,salaried,15.0,5.0,1,4,0,0.45,0,single,SPB,branch,1,1.49,0
647,229,2024-08-01,2025-10-19,444,1567375.33,318501.07,11.91,60,0,1885876.4,0.0,Hyundai,48,84949.15,salaried,9.0,13.0,0,2,0,0.46,0,single,Moscow,dealer,1,1.54,0
648,676,2025-01-16,2025-10-19,276,1687018.97,366790.38,11.26,60,8,2053809.35,130539.0,Audi,56,110871.98,contract,0.0,12.0,0,1,1,0.48,1,divorced,SPB,online,0,1.27,0
649,227,2025-07-21,2025-10-19,90,738915.61,207381.07,13.44,24,4,946296.68,57119.0,Hyundai,46,67062.84,self_employed,,0.0,1,2,0,0.32,0,single,Kazan,branch,1,0.92,0
650,659,2025-04-27,2025-10-19,175,1280325.37,226451.75,13.15,36,0,1506777.11,455.0,Toyota,54,138507.41,salaried,2.0,,0,0,2,0.39,1,married,Moscow,online,1,0.77,0
651,532,2024-12-13,2025-10-19,310,1637848.08,347893.49,16.24,36,6,1985741.57,97271.0,BMW,28,98881.07,salaried,4.0,0.0,0,2,0,0.99,0,married,Moscow,online,1,1.38,0
652,441,2024-06-08,2025-10-19,498,694406.72,59900.57,16.9,36,8,754307.29,127147.0,Kia,30,75076.86,salaried,11.0,0.0,0,0,1,0.43,1,single,SPB,branch,1,0.77,1
653,402,2025-07-24,2025-10-19,87,1294315.05,327798.5,11.45,72,0,1622113.55,72.0,Mercedes,63,74509.95,salaried,11.0,13.0,0,3,0,0.57,1,divorced,Moscow,dealer,1,1.45,0
654,47,2025-04-25,2025-10-19,177,1199374.86,177633.41,13.0,48,9,1377008.27,139952.0,Toyota,34,54796.75,self_employed,12.0,9.0,0,1,0,0.86,0,married,Moscow,online,0,1.82,0
655,233,2024-11-20,2025-10-19,333,1324362.54,229368.45,13.39,60,3,1553731.0,43880.0,Toyota,60,79357.08,self_employed,11.0,,2,5,1,0.57,0,single,Moscow,online,1,1.39,0
656,305,2024-11-01,2025-10-19,352,968308.79,163776.28,11.4,72,2,1132085.08,27557.0,,35,25960.1,salaried,15.0,7.0,0,0,0,0.39,0,single,SPB,branch,1,3.0,0
657,526,2025-02-21,2025-10-19,240,769314.35,77549.32,14.26,36,4,846863.67,53936.0,Hyundai,37,111394.15,self_employed,12.0,7.0,0,2,0,0.57,0,single,Yekaterinburg,branch,0,0.58,0
658,143,2025-04-26,2025-10-19,176,626068.07,126842.39,12.52,60,6,752910.47,93619.0,Lada,38,20000.0,salaried,4.0,13.0,0,2,1,0.2,1,single,Moscow,branch,0,2.61,1
659,415,2024-04-11,2025-10-19,556,1492915.19,309278.23,10.86,48,7,1802193.42,109146.0,Volkswagen,52,81043.77,salaried,3.0,6.0,0,3,1,0.22,1,married,Yekaterinburg,branch,1,1.54,0
660,513,2024-05-26,2025-10-19,511,1531214.74,296772.26,12.44,60,1,1827987.01,12161.0,BMW,58,51400.27,salaried,14.0,5.0,0,4,1,0.72,0,single,Other,dealer,1,2.48,0
661,373,2025-04-09,2025-10-19,193,1290805.6,181148.74,11.0,36,6,1471954.34,91341.0,Lada,43,62470.53,contract,11.0,3.0,0,5,1,0.93,1,single,Novosibirsk,online,1,1.72,0
662,566,2024-01-29,2025-10-19,629,1039755.5,307120.41,15.07,72,0,1346875.91,13255.0,Hyundai,43,65696.2,self_employed,18.0,0.0,0,4,0,0.75,0,divorced,Moscow,online,1,1.32,0
663,259,2024-02-08,2025-10-19,619,713086.23,170078.79,16.8,36,6,883165.02,95733.0,Lada,55,128140.65,salaried,18.0,14.0,1,2,0,0.17,1,married,SPB,online,0,0.46,1
664,656,2024-11-15,2025-10-19,338,1369003.64,405511.83,13.49,36,7,1774515.47,100493.0,Toyota,59,,salaried,10.0,14.0,0,4,1,0.46,0,single,Novosibirsk,branch,1,2.18,0
665,471,2024-12-07,2025-10-19,316,869766.22,133697.78,13.22,60,1,1003464.0,20008.0,,35,102856.49,contract,5.0,8.0,0,5,0,0.1,1,divorced,Other,online,0,0.7,0
666,12,2025-02-10,2025-10-19,251,986610.41,245216.19,13.3,36,8,1231826.61,115516.0,Volkswagen,44,109010.05,salaried,8.0,14.0,0,5,0,0.56,1,single,Other,dealer,1,0.75,0
667,330,2025-04-08,2025-10-19,194,1024030.78,243769.85,15.36,48,0,1267800.63,0.0,Volkswagen,48,21539.29,salaried,0.0,,0,1,0,0.27,1,divorced,SPB,branch,0,3.0,0
668,358,2024-08-06,2025-10-19,439,1140739.43,213619.13,15.32,48,5,1354358.56,74898.0,Lada,36,64616.18,contract,11.0,3.0,0,4,0,0.88,1,married,Novosibirsk,online,0,1.47,1
